,arousal,valence,Q
0,2.0,-2.0,4
1,2.0,-2.0,4
2,2.0,-2.0,4
3,2.0,-2.0,4
4,2.0,-2.0,4
5,2.0,-2.0,4
6,2.0,-2.0,4
7,2.0,-2.0,4
8,2.0,-2.0,4
9,2.0,-2.0,4
10,2.0,-2.0,4
11,2.0,-2.0,4
12,2.0,-2.0,4
13,2.0,-2.0,4
14,2.0,-2.0,4
15,2.0,-2.0,4
16,2.6,-2.2,4
17,3.2,-2.4000000000000004,4
18,3.8,-2.5999999999999996,4
19,4.4,-2.8000000000000003,4
20,5.0,-3.0,4
21,4.6,-3.0000000000000004,4
22,4.2,-3.0,4
23,3.8,-3.0,4
24,3.4000000000000004,-3.0000000000000004,4
25,3.0,-3.0,4
26,3.0000000000000004,-3.0000000000000004,4
27,3.0,-3.0,4
28,3.0,-3.0,4
29,3.0000000000000004,-3.0000000000000004,4
30,3.0,-3.0,4
31,3.0000000000000004,-3.0000000000000004,4
32,3.0,-3.0,4
33,3.0,-3.0,4
34,3.0000000000000004,-3.0000000000000004,4
35,3.0,-3.0,4
36,3.0000000000000004,-3.0000000000000004,4
37,3.0,-3.0,4
38,3.0,-3.0,4
39,3.0000000000000004,-3.0000000000000004,4
40,3.0,-3.0,4
41,3.0000000000000004,-3.0000000000000004,4
42,3.0,-3.0,4
43,3.0,-3.0,4
44,3.0000000000000004,-3.0000000000000004,4
45,3.0,-3.0,4
46,3.0000000000000004,-3.0000000000000004,4
47,3.0,-3.0,4
48,3.0,-3.0,4
49,3.0000000000000004,-3.0000000000000004,4
50,3.0,-3.0,4
51,3.4000000000000004,-3.0000000000000004,4
52,3.8,-3.0,4
53,4.2,-3.0,4
54,4.6,-3.0000000000000004,4
55,5.0,-3.0,4
56,4.6,-3.0000000000000004,4
57,4.2,-3.0,4
58,3.8,-3.0,4
59,3.4000000000000004,-3.0000000000000004,4
60,3.0,-3.0,4
61,3.0000000000000004,-3.0000000000000004,4
62,3.0,-3.0,4
63,3.0,-3.0,4
64,3.0000000000000004,-3.0000000000000004,4
65,3.0,-3.0,4
66,3.0000000000000004,-3.0000000000000004,4
67,3.0,-3.0,4
68,3.0,-3.0,4
69,3.0000000000000004,-3.0000000000000004,4
70,3.0,-3.0,4
71,3.0000000000000004,-3.0000000000000004,4
72,3.0,-3.0,4
73,3.0,-3.0,4
74,3.0000000000000004,-3.0000000000000004,4
75,3.0,-3.0,4
76,3.0000000000000004,-3.0000000000000004,4
77,3.0,-3.0,4
78,3.0,-3.0,4
79,3.0000000000000004,-3.0000000000000004,4
80,3.0,-3.0,4
81,3.0000000000000004,-3.0000000000000004,4
82,3.0,-3.0,4
83,3.0,-3.0,4
84,3.0000000000000004,-3.0000000000000004,4
85,3.0,-3.0,4
86,3.0000000000000004,-3.0000000000000004,4
87,3.0,-3.0,4
88,3.0,-3.0,4
89,3.0000000000000004,-3.0000000000000004,4
90,3.0,-3.0,4
91,3.0000000000000004,-3.0000000000000004,4
92,3.0,-3.0,4
93,3.0,-3.0,4
94,3.0000000000000004,-3.0000000000000004,4
95,3.0,-3.0,4
96,3.0000000000000004,-3.0000000000000004,4
97,3.0,-3.0,4
98,3.0,-3.0,4
99,3.0000000000000004,-3.0000000000000004,4
100,3.0,-3.0,4
101,3.0000000000000004,-3.0000000000000004,4
102,3.0,-3.0,4
103,3.0,-3.0,4
104,3.0000000000000004,-3.0000000000000004,4
105,3.0,-3.0,4
106,2.8000000000000003,-2.8000000000000003,4
107,2.5999999999999996,-2.5999999999999996,4
108,2.4000000000000004,-2.4000000000000004,4
109,2.2,-2.2,4
110,2.0,-2.0,4
111,2.0,-2.0,4
112,2.0,-2.0,4
113,2.0,-2.0,4
114,2.0,-2.0,4
115,2.0,-2.0,4
116,2.0,-2.0,4
117,2.0,-2.0,4
118,2.0,-2.0,4
119,2.0,-2.0,4
120,2.0,-2.0,4
121,2.0,-2.0,4
122,2.0,-2.0,4
123,2.0,-2.0,4
124,2.0,-2.0,4
125,2.0,-2.0,4
126,2.0,-2.0,4
127,2.0,-2.0,4
128,2.0,-2.0,4
129,2.0,-2.0,4
130,2.0,-2.0,4
131,2.0,-2.0,4
132,2.0,-2.0,4
133,2.0,-2.0,4
134,2.0,-2.0,4
135,2.0,-2.0,4
136,2.0,-2.0,4
137,2.0,-2.0,4
138,2.0,-2.0,4
139,2.0,-2.0,4
140,2.0,-2.0,4
141,2.0,-2.0,4
142,2.0,-2.0,4
143,2.0,-2.0,4
144,2.0,-2.0,4
145,2.0,-2.0,4
146,2.4000000000000004,-2.2,4
147,2.8,-2.4000000000000004,4
148,3.2,-2.5999999999999996,4
149,3.6,-2.8000000000000003,4
150,4.0,-3.0,4
151,3.8000000000000003,-3.0000000000000004,4
152,3.6,-3.0,4
153,3.4,-3.0,4
154,3.2,-3.0000000000000004,4
155,3.0,-3.0,4
156,3.0000000000000004,-3.0000000000000004,4
157,3.0,-3.0,4
158,3.0,-3.0,4
159,3.0000000000000004,-3.0000000000000004,4
160,3.0,-3.0,4
161,3.0000000000000004,-3.0000000000000004,4
162,3.0,-3.0,4
163,3.0,-3.0,4
164,3.0000000000000004,-3.0000000000000004,4
165,3.0,-3.0,4
166,3.0000000000000004,-3.0000000000000004,4
167,3.0,-3.0,4
168,3.0,-3.0,4
169,3.0000000000000004,-3.0000000000000004,4
170,3.0,-3.0,4
171,3.2,-3.0000000000000004,4
172,3.4,-3.0,4
173,3.6,-3.0,4
174,3.8000000000000003,-3.0000000000000004,4
175,4.0,-3.0,4
176,3.8000000000000003,-3.0000000000000004,4
177,3.6,-3.0,4
178,3.4,-3.0,4
179,3.2,-3.0000000000000004,4
180,3.0,-3.0,4
181,3.0000000000000004,-3.0000000000000004,4
182,3.0,-3.0,4
183,3.0,-3.0,4
184,3.0000000000000004,-3.0000000000000004,4
185,3.0,-3.0,4
186,3.0,-3.0,4
