,arousal,valence,Q
0,2.0,2.0,1
1,2.0,2.0,1
2,2.0,2.0,1
3,2.0,2.0,1
4,2.0,2.0,1
5,2.0,2.0,1
6,2.0,2.0,1
7,2.0,2.0,1
8,2.0,2.0,1
9,2.0,2.0,1
10,2.0,2.0,1
11,2.0,2.0,1
12,2.0,2.0,1
13,2.0,2.0,1
14,2.0,2.0,1
15,2.0,2.0,1
16,2.0,2.0,1
17,2.0,2.0,1
18,2.0,2.0,1
19,2.0,2.0,1
20,2.0,2.0,1
21,2.0,2.0,1
22,2.0,2.0,1
23,2.0,2.0,1
24,2.0,2.0,1
25,2.0,2.0,1
26,2.0,2.0,1
27,2.0,2.0,1
28,2.0,2.0,1
29,2.0,2.0,1
30,2.0,2.0,1
31,2.0,1.2000000000000002,1
32,2.0,0.3999999999999999,1
33,2.0,-0.3999999999999999,4
34,2.0,-1.2000000000000002,4
35,2.0,-2.0,4
36,1.6,-1.8,4
37,1.2,-1.6,4
38,0.8,-1.4,4
39,0.4,-1.2000000000000002,4
40,0.0,-1.0,0
41,0.0,-1.0,0
42,0.0,-1.0,0
43,0.0,-1.0,0
44,0.0,-1.0,0
45,0.0,-1.0,0
46,0.0,-1.0,0
47,0.0,-1.0,0
48,0.0,-1.0,0
49,0.0,-1.0,0
50,0.0,-1.0,0
51,0.0,-1.0,0
52,0.0,-1.0,0
53,0.0,-1.0,0
54,0.0,-1.0,0
55,0.0,-1.0,0
56,0.4,-1.4000000000000001,4
57,0.8,-1.8000000000000003,4
58,1.2,-2.1999999999999997,4
59,1.6,-2.6000000000000005,4
60,2.0,-3.0,4
61,2.0,-3.0000000000000004,4
62,2.0,-3.0,4
63,2.0,-3.0,4
64,2.0,-3.0000000000000004,4
65,2.0,-3.0,4
66,2.4000000000000004,-3.0000000000000004,4
67,2.8,-3.0,4
68,3.2,-3.0,4
69,3.6,-3.0000000000000004,4
70,4.0,-3.0,4
71,4.0,-3.0000000000000004,4
72,4.0,-3.0,4
73,4.0,-3.0,4
74,4.0,-3.0000000000000004,4
75,4.0,-3.0,4
76,3.4000000000000004,-3.0000000000000004,4
77,2.8,-3.0,4
78,2.2,-3.0,4
79,1.6,-3.0000000000000004,4
80,1.0,-3.0,4
81,1.0,-3.0000000000000004,4
82,1.0,-3.0,4
83,1.0,-3.0,4
84,1.0,-3.0000000000000004,4
85,1.0,-3.0,4
86,1.0,-3.0000000000000004,4
87,1.0,-3.0,4
88,1.0,-3.0,4
89,1.0,-3.0000000000000004,4
90,1.0,-3.0,4
91,1.0,-3.0000000000000004,4
92,1.0,-3.0,4
93,1.0,-3.0,4
94,1.0,-3.0000000000000004,4
95,1.0,-3.0,4
96,1.0,-3.0000000000000004,4
97,1.0,-3.0,4
98,1.0,-3.0,4
99,1.0,-3.0000000000000004,4
100,1.0,-3.0,4
101,1.0,-3.0000000000000004,4
102,1.0,-3.0,4
103,1.0,-3.0,4
104,1.0,-3.0000000000000004,4
105,1.0,-3.0,4
106,1.0,-3.0000000000000004,4
107,1.0,-3.0,4
108,1.0,-3.0,4
109,1.0,-3.0000000000000004,4
110,1.0,-3.0,4
111,1.0,-3.0000000000000004,4
112,1.0,-3.0,4
113,1.0,-3.0,4
114,1.0,-3.0000000000000004,4
115,1.0,-3.0,4
116,1.0,-3.0000000000000004,4
117,1.0,-3.0,4
118,1.0,-3.0,4
119,1.0,-3.0000000000000004,4
120,1.0,-3.0,4
121,1.0,-3.0000000000000004,4
122,1.0,-3.0,4
123,1.0,-3.0,4
124,1.0,-3.0000000000000004,4
125,1.0,-3.0,4
126,1.0,-2.6000000000000005,4
127,1.0,-2.1999999999999997,4
128,1.0,-1.8000000000000003,4
129,1.0,-1.4000000000000001,4
130,1.0,-1.0,4
131,1.0,-1.0,4
132,1.0,-1.0,4
133,1.0,-1.0,4
134,1.0,-1.0,4
135,1.0,-1.0,4
136,1.0,-1.0,4
137,1.0,-1.0,4
138,1.0,-1.0,4
139,1.0,-1.0,4
140,1.0,-1.0,4
141,1.0,-1.0,4
142,1.0,-1.0,4
143,1.0,-1.0,4
144,1.0,-1.0,4
145,1.0,-1.0,4
146,1.0,-1.0,4
147,1.0,-1.0,4
148,1.0,-1.0,4
149,1.0,-1.0,4
150,1.0,-1.0,4
151,1.0,-1.0,4
152,1.0,-1.0,4
153,1.0,-1.0,4
154,1.0,-1.0,4
155,1.0,-1.0,4
156,1.0,-1.0,4
157,1.0,-1.0,4
158,1.0,-1.0,4
159,1.0,-1.0,4
160,1.0,-1.0,4
161,1.0,-1.0,4
162,1.0,-1.0,4
163,1.0,-1.0,4
164,1.0,-1.0,4
165,1.0,-1.0,4
166,1.0,-1.0,4
167,1.0,-1.0,4
168,1.0,-1.0,4
169,1.0,-1.0,4
170,1.0,-1.0,4
171,1.0,-1.0,4
172,1.0,-1.0,4
173,1.0,-1.0,4
174,1.0,-1.0,4
175,1.0,-1.0,4
176,1.0,-1.0,4
177,1.0,-1.0,4
178,1.0,-1.0,4
179,1.0,-1.0,4
180,1.0,-1.0,4
181,1.2000000000000002,-1.4000000000000001,4
182,1.4,-1.8000000000000003,4
183,1.6,-2.1999999999999997,4
184,1.8,-2.6000000000000005,4
185,2.0,-3.0,4
186,2.0,-3.0000000000000004,4
187,2.0,-3.0,4
188,2.0,-3.0,4
189,2.0,-3.0000000000000004,4
190,2.0,-3.0,4
191,2.0,-3.0000000000000004,4
192,2.0,-3.0,4
193,2.0,-3.0,4
194,2.0,-3.0000000000000004,4
195,2.0,-3.0,4
196,2.0,-3.0000000000000004,4
197,2.0,-3.0,4
198,2.0,-3.0,4
199,2.0,-3.0000000000000004,4
200,2.0,-3.0,4
201,2.0,-3.0000000000000004,4
202,2.0,-3.0,4
203,2.0,-3.0,4
204,2.0,-3.0000000000000004,4
205,2.0,-3.0,4
206,2.0,-3.0000000000000004,4
207,2.0,-3.0,4
208,2.0,-3.0,4
209,2.0,-3.0000000000000004,4
210,2.0,-3.0,4
211,2.0,-3.0000000000000004,4
212,2.0,-3.0,4
213,2.0,-3.0,4
214,2.0,-3.0000000000000004,4
215,2.0,-3.0,4
216,2.0,-3.0000000000000004,4
217,2.0,-3.0,4
218,2.0,-3.0,4
219,2.0,-3.0000000000000004,4
220,2.0,-3.0,4
221,2.0,-3.0000000000000004,4
222,2.0,-3.0,4
223,2.0,-3.0,4
224,2.0,-3.0000000000000004,4
225,2.0,-3.0,4
226,2.0,-3.0000000000000004,4
227,2.0,-3.0,4
228,2.0,-3.0,4
229,2.0,-3.0000000000000004,4
230,2.0,-3.0,4
231,2.2,-3.2,4
232,2.4000000000000004,-3.4,4
233,2.5999999999999996,-3.6,4
234,2.8000000000000003,-3.8000000000000003,4
235,3.0,-4.0,4
236,3.0000000000000004,-4.0,4
237,3.0,-4.0,4
238,3.0,-4.0,4
239,3.0000000000000004,-4.0,4
240,3.0,-4.0,4
241,3.0000000000000004,-4.0,4
242,3.0,-4.0,4
243,3.0,-4.0,4
244,3.0000000000000004,-4.0,4
245,3.0,-4.0,4
246,3.0000000000000004,-4.0,4
247,3.0,-4.0,4
248,3.0,-4.0,4
249,3.0000000000000004,-4.0,4
250,3.0,-4.0,4
251,2.8000000000000003,-3.4000000000000004,4
252,2.5999999999999996,-2.8,4
253,2.4000000000000004,-2.2,4
254,2.2,-1.6,4
255,2.0,-1.0,4
256,2.0,-1.0,4
257,2.0,-1.0,4
258,2.0,-1.0,4
259,2.0,-1.0,4
260,2.0,-1.0,4
261,2.0,-1.0,4
262,2.0,-1.0,4
263,2.0,-1.0,4
264,2.0,-1.0,4
265,2.0,-1.0,4
266,2.0,-1.0,4
267,2.0,-1.0,4
