,arousal,valence,Q
0,2.0,-3.0,4
1,2.0,-3.0000000000000004,4
2,2.0,-3.0,4
3,2.0,-3.0,4
4,2.0,-3.0000000000000004,4
5,2.0,-3.0,4
6,2.4000000000000004,-3.0000000000000004,4
7,2.8,-3.0,4
8,3.2,-3.0,4
9,3.6,-3.0000000000000004,4
10,4.0,-3.0,4
11,3.8000000000000003,-3.0000000000000004,4
12,3.6,-3.0,4
13,3.4,-3.0,4
14,3.2,-3.0000000000000004,4
15,3.0,-3.0,4
16,3.0000000000000004,-3.0000000000000004,4
17,3.0,-3.0,4
18,3.0,-3.0,4
19,3.0000000000000004,-3.0000000000000004,4
20,3.0,-3.0,4
21,3.0000000000000004,-3.0000000000000004,4
22,3.0,-3.0,4
23,3.0,-3.0,4
24,3.0000000000000004,-3.0000000000000004,4
25,3.0,-3.0,4
26,3.0000000000000004,-3.0000000000000004,4
27,3.0,-3.0,4
28,3.0,-3.0,4
29,3.0000000000000004,-3.0000000000000004,4
30,3.0,-3.0,4
31,3.0000000000000004,-3.0000000000000004,4
32,3.0,-3.0,4
33,3.0,-3.0,4
34,3.0000000000000004,-3.0000000000000004,4
35,3.0,-3.0,4
36,3.0000000000000004,-3.0000000000000004,4
37,3.0,-3.0,4
38,3.0,-3.0,4
39,3.0000000000000004,-3.0000000000000004,4
40,3.0,-3.0,4
41,3.0000000000000004,-3.0000000000000004,4
42,3.0,-3.0,4
43,3.0,-3.0,4
44,3.0000000000000004,-3.0000000000000004,4
45,3.0,-3.0,4
46,3.0000000000000004,-3.0000000000000004,4
47,3.0,-3.0,4
48,3.0,-3.0,4
49,3.0000000000000004,-3.0000000000000004,4
50,3.0,-3.0,4
51,3.0000000000000004,-3.0000000000000004,4
52,3.0,-3.0,4
53,3.0,-3.0,4
54,3.0000000000000004,-3.0000000000000004,4
55,3.0,-3.0,4
56,3.2,-3.0000000000000004,4
57,3.4,-3.0,4
58,3.6,-3.0,4
59,3.8000000000000003,-3.0000000000000004,4
60,4.0,-3.0,4
61,3.8000000000000003,-3.0000000000000004,4
62,3.6,-3.0,4
63,3.4,-3.0,4
64,3.2,-3.0000000000000004,4
65,3.0,-3.0,4
66,3.0000000000000004,-3.0000000000000004,4
67,3.0,-3.0,4
68,3.0,-3.0,4
69,3.0000000000000004,-3.0000000000000004,4
70,3.0,-3.0,4
71,3.0000000000000004,-3.0000000000000004,4
72,3.0,-3.0,4
73,3.0,-3.0,4
74,3.0000000000000004,-3.0000000000000004,4
75,3.0,-3.0,4
76,3.0000000000000004,-3.0000000000000004,4
77,3.0,-3.0,4
78,3.0,-3.0,4
79,3.0000000000000004,-3.0000000000000004,4
80,3.0,-3.0,4
81,3.0000000000000004,-3.0000000000000004,4
82,3.0,-3.0,4
83,3.0,-3.0,4
84,3.0000000000000004,-3.0000000000000004,4
85,3.0,-3.0,4
86,3.0000000000000004,-3.0000000000000004,4
87,3.0,-3.0,4
88,3.0,-3.0,4
89,3.0000000000000004,-3.0000000000000004,4
90,3.0,-3.0,4
91,3.0000000000000004,-3.0000000000000004,4
92,3.0,-3.0,4
93,3.0,-3.0,4
94,3.0000000000000004,-3.0000000000000004,4
95,3.0,-3.0,4
96,3.0000000000000004,-3.0000000000000004,4
97,3.0,-3.0,4
98,3.0,-3.0,4
99,3.0000000000000004,-3.0000000000000004,4
100,3.0,-3.0,4
101,3.0000000000000004,-3.0000000000000004,4
102,3.0,-3.0,4
103,3.0,-3.0,4
104,3.0000000000000004,-3.0000000000000004,4
105,3.0,-3.0,4
106,3.0000000000000004,-3.0000000000000004,4
107,3.0,-3.0,4
108,3.0,-3.0,4
109,3.0000000000000004,-3.0000000000000004,4
110,3.0,-3.0,4
111,3.0000000000000004,-3.0000000000000004,4
112,3.0,-3.0,4
113,3.0,-3.0,4
114,3.0000000000000004,-3.0000000000000004,4
115,3.0,-3.0,4
116,3.0000000000000004,-3.0000000000000004,4
117,3.0,-3.0,4
118,3.0,-3.0,4
119,3.0000000000000004,-3.0000000000000004,4
120,3.0,-3.0,4
121,3.0000000000000004,-3.0000000000000004,4
122,3.0,-3.0,4
123,3.0,-3.0,4
124,3.0000000000000004,-3.0000000000000004,4
125,3.0,-3.0,4
126,3.0000000000000004,-3.0000000000000004,4
127,3.0,-3.0,4
128,3.0,-3.0,4
129,3.0000000000000004,-3.0000000000000004,4
130,3.0,-3.0,4
131,3.0000000000000004,-3.0000000000000004,4
132,3.0,-3.0,4
133,3.0,-3.0,4
134,3.0000000000000004,-3.0000000000000004,4
135,3.0,-3.0,4
136,3.0000000000000004,-3.0000000000000004,4
137,3.0,-3.0,4
138,3.0,-3.0,4
139,3.0000000000000004,-3.0000000000000004,4
140,3.0,-3.0,4
141,3.4000000000000004,-3.0000000000000004,4
142,3.8,-3.0,4
143,4.2,-3.0,4
144,4.6,-3.0000000000000004,4
145,5.0,-3.0,4
146,5.0,-3.0,4
147,5.0,-3.0,4
148,5.0,-3.0,4
149,5.0,-3.0,4
