,arousal,valence,Q
0,-3.0,1.0,2
1,-3.0000000000000004,1.0,2
2,-3.0,1.0,2
3,-3.0,1.0,2
4,-3.0000000000000004,1.0,2
5,-3.0,1.0,2
6,-3.0000000000000004,1.0,2
7,-3.0,1.0,2
8,-3.0,1.0,2
9,-3.0000000000000004,1.0,2
10,-3.0,1.0,2
11,-3.0000000000000004,1.0,2
12,-3.0,1.0,2
13,-3.0,1.0,2
14,-3.0000000000000004,1.0,2
15,-3.0,1.0,2
16,-3.0000000000000004,1.0,2
17,-3.0,1.0,2
18,-3.0,1.0,2
19,-3.0000000000000004,1.0,2
20,-3.0,1.0,2
21,-3.0000000000000004,1.0,2
22,-3.0,1.0,2
23,-3.0,1.0,2
24,-3.0000000000000004,1.0,2
25,-3.0,1.0,2
26,-3.0000000000000004,1.0,2
27,-3.0,1.0,2
28,-3.0,1.0,2
29,-3.0000000000000004,1.0,2
30,-3.0,1.0,2
31,-3.0000000000000004,1.0,2
32,-3.0,1.0,2
33,-3.0,1.0,2
34,-3.0000000000000004,1.0,2
35,-3.0,1.0,2
36,-3.0000000000000004,1.0,2
37,-3.0,1.0,2
38,-3.0,1.0,2
39,-3.0000000000000004,1.0,2
40,-3.0,1.0,2
41,-3.0000000000000004,1.0,2
42,-3.0,1.0,2
43,-3.0,1.0,2
44,-3.0000000000000004,1.0,2
45,-3.0,1.0,2
46,-2.4000000000000004,1.2000000000000002,2
47,-1.7999999999999998,1.4,2
48,-1.2000000000000002,1.6,2
49,-0.6000000000000001,1.8,2
50,0.0,2.0,0
51,0.0,2.0,0
52,0.0,2.0,0
53,0.0,2.0,0
54,0.0,2.0,0
55,0.0,2.0,0
56,0.0,2.0,0
57,0.0,2.0,0
58,0.0,2.0,0
59,0.0,2.0,0
60,0.0,2.0,0
61,0.0,2.0,0
62,0.0,2.0,0
63,0.0,2.0,0
64,0.0,2.0,0
65,0.0,2.0,0
66,0.0,2.0,0
67,0.0,2.0,0
68,0.0,2.0,0
69,0.0,2.0,0
70,0.0,2.0,0
71,0.0,2.0,0
72,0.0,2.0,0
73,0.0,2.0,0
74,0.0,2.0,0
75,0.0,2.0,0
76,0.0,2.0,0
77,0.0,2.0,0
78,0.0,2.0,0
79,0.0,2.0,0
80,0.0,2.0,0
81,-0.6000000000000001,1.8,2
82,-1.2000000000000002,1.6,2
83,-1.7999999999999998,1.4,2
84,-2.4000000000000004,1.2000000000000002,2
85,-3.0,1.0,2
86,-2.4000000000000004,1.2000000000000002,2
87,-1.7999999999999998,1.4,2
88,-1.2000000000000002,1.6,2
89,-0.6000000000000001,1.8,2
90,0.0,2.0,0
91,0.0,2.0,0
92,0.0,2.0,0
93,0.0,2.0,0
94,0.0,2.0,0
95,0.0,2.0,0
96,0.0,2.0,0
97,0.0,2.0,0
98,0.0,2.0,0
99,0.0,2.0,0
100,0.0,2.0,0
101,-0.6000000000000001,1.8,2
102,-1.2000000000000002,1.6,2
103,-1.7999999999999998,1.4,2
104,-2.4000000000000004,1.2000000000000002,2
105,-3.0,1.0,2
106,-2.4000000000000004,1.2000000000000002,2
107,-1.7999999999999998,1.4,2
108,-1.2000000000000002,1.6,2
109,-0.6000000000000001,1.8,2
110,0.0,2.0,0
111,0.0,2.0,0
112,0.0,2.0,0
113,0.0,2.0,0
114,0.0,2.0,0
115,0.0,2.0,0
116,0.0,2.0,0
117,0.0,2.0,0
118,0.0,2.0,0
119,0.0,2.0,0
120,0.0,2.0,0
121,-0.6000000000000001,1.8,2
122,-1.2000000000000002,1.6,2
123,-1.7999999999999998,1.4,2
124,-2.4000000000000004,1.2000000000000002,2
125,-3.0,1.0,2
126,-3.0000000000000004,1.0,2
127,-3.0,1.0,2
128,-3.0,1.0,2
129,-3.0000000000000004,1.0,2
130,-3.0,1.0,2
131,-3.0000000000000004,1.0,2
132,-3.0,1.0,2
133,-3.0,1.0,2
134,-3.0000000000000004,1.0,2
135,-3.0,1.0,2
136,-3.0000000000000004,1.0,2
137,-3.0,1.0,2
138,-3.0,1.0,2
139,-3.0000000000000004,1.0,2
140,-3.0,1.0,2
141,-3.0000000000000004,1.0,2
142,-3.0,1.0,2
143,-3.0,1.0,2
144,-3.0000000000000004,1.0,2
145,-3.0,1.0,2
146,-3.0000000000000004,1.0,2
147,-3.0,1.0,2
148,-3.0,1.0,2
149,-3.0000000000000004,1.0,2
150,-3.0,1.0,2
151,-3.0000000000000004,1.0,2
152,-3.0,1.0,2
153,-3.0,1.0,2
154,-3.0000000000000004,1.0,2
155,-3.0,1.0,2
156,-3.0000000000000004,1.0,2
157,-3.0,1.0,2
158,-3.0,1.0,2
159,-3.0000000000000004,1.0,2
160,-3.0,1.0,2
161,-3.0000000000000004,1.0,2
162,-3.0,1.0,2
163,-3.0,1.0,2
164,-3.0000000000000004,1.0,2
165,-3.0,1.0,2
166,-3.0000000000000004,1.0,2
167,-3.0,1.0,2
168,-3.0,1.0,2
169,-3.0000000000000004,1.0,2
170,-3.0,1.0,2
171,-3.0000000000000004,1.0,2
172,-3.0,1.0,2
173,-3.0,1.0,2
174,-3.0000000000000004,1.0,2
175,-3.0,1.0,2
176,-3.0000000000000004,1.0,2
177,-3.0,1.0,2
178,-3.0,1.0,2
179,-3.0000000000000004,1.0,2
180,-3.0,1.0,2
181,-3.0000000000000004,1.0,2
182,-3.0,1.0,2
183,-3.0,1.0,2
184,-3.0000000000000004,1.0,2
185,-3.0,1.0,2
186,-3.0000000000000004,1.0,2
187,-3.0,1.0,2
188,-3.0,1.0,2
189,-3.0000000000000004,1.0,2
190,-3.0,1.0,2
191,-3.0000000000000004,1.0,2
192,-3.0,1.0,2
193,-3.0,1.0,2
194,-3.0000000000000004,1.0,2
195,-3.0,1.0,2
196,-3.0000000000000004,1.0,2
197,-3.0,1.0,2
198,-3.0,1.0,2
199,-3.0000000000000004,1.0,2
200,-3.0,1.0,2
201,-3.0000000000000004,1.0,2
202,-3.0,1.0,2
203,-3.0,1.0,2
204,-3.0000000000000004,1.0,2
205,-3.0,1.0,2
206,-3.0000000000000004,1.0,2
207,-3.0,1.0,2
208,-3.0,1.0,2
209,-3.0000000000000004,1.0,2
210,-3.0,1.0,2
211,-2.4000000000000004,1.2000000000000002,2
212,-1.7999999999999998,1.4,2
213,-1.2000000000000002,1.6,2
214,-0.6000000000000001,1.8,2
215,0.0,2.0,0
216,-0.6000000000000001,1.8,2
217,-1.2000000000000002,1.6,2
218,-1.7999999999999998,1.4,2
219,-2.4000000000000004,1.2000000000000002,2
220,-3.0,1.0,2
221,-3.0000000000000004,1.0,2
222,-3.0,1.0,2
223,-3.0,1.0,2
224,-3.0000000000000004,1.0,2
225,-3.0,1.0,2
226,-3.0000000000000004,1.0,2
227,-3.0,1.0,2
228,-3.0,1.0,2
229,-3.0000000000000004,1.0,2
230,-3.0,1.0,2
231,-3.0000000000000004,1.0,2
232,-3.0,1.0,2
233,-3.0,1.0,2
234,-3.0000000000000004,1.0,2
235,-3.0,1.0,2
236,-3.0000000000000004,1.0,2
237,-3.0,1.0,2
238,-3.0,1.0,2
239,-3.0000000000000004,1.0,2
240,-3.0,1.0,2
241,-3.0000000000000004,1.0,2
242,-3.0,1.0,2
243,-3.0,1.0,2
244,-3.0000000000000004,1.0,2
245,-3.0,1.0,2
246,-3.0000000000000004,1.0,2
247,-3.0,1.0,2
248,-3.0,1.0,2
249,-3.0000000000000004,1.0,2
250,-3.0,1.0,2
251,-3.0000000000000004,0.8,2
252,-3.0,0.6,2
253,-3.0,0.4,2
254,-3.0000000000000004,0.2,2
255,-3.0,0.0,0
256,-3.0,0.0,0
257,-3.0,0.0,0
258,-3.0,0.0,0
