,arousal,valence,Q
0,2.0,-3.0,4
1,2.0,-3.0000000000000004,4
2,2.0,-3.0,4
3,2.0,-3.0,4
4,2.0,-3.0000000000000004,4
5,2.0,-3.0,4
6,2.2,-3.0000000000000004,4
7,2.4000000000000004,-3.0,4
8,2.5999999999999996,-3.0,4
9,2.8000000000000003,-3.0000000000000004,4
10,3.0,-3.0,4
11,2.8000000000000003,-3.0000000000000004,4
12,2.5999999999999996,-3.0,4
13,2.4000000000000004,-3.0,4
14,2.2,-3.0000000000000004,4
15,2.0,-3.0,4
16,2.0,-3.0000000000000004,4
17,2.0,-3.0,4
18,2.0,-3.0,4
19,2.0,-3.0000000000000004,4
20,2.0,-3.0,4
21,2.0,-3.0000000000000004,4
22,2.0,-3.0,4
23,2.0,-3.0,4
24,2.0,-3.0000000000000004,4
25,2.0,-3.0,4
26,2.0,-3.0000000000000004,4
27,2.0,-3.0,4
28,2.0,-3.0,4
29,2.0,-3.0000000000000004,4
30,2.0,-3.0,4
31,2.0,-3.0000000000000004,4
32,2.0,-3.0,4
33,2.0,-3.0,4
34,2.0,-3.0000000000000004,4
35,2.0,-3.0,4
36,2.0,-3.0000000000000004,4
37,2.0,-3.0,4
38,2.0,-3.0,4
39,2.0,-3.0000000000000004,4
40,2.0,-3.0,4
41,2.0,-3.0000000000000004,4
42,2.0,-3.0,4
43,2.0,-3.0,4
44,2.0,-3.0000000000000004,4
45,2.0,-3.0,4
46,2.0,-3.0000000000000004,4
47,2.0,-3.0,4
48,2.0,-3.0,4
49,2.0,-3.0000000000000004,4
50,2.0,-3.0,4
51,2.0,-3.0000000000000004,4
52,2.0,-3.0,4
53,2.0,-3.0,4
54,2.0,-3.0000000000000004,4
55,2.0,-3.0,4
56,2.2,-3.0000000000000004,4
57,2.4000000000000004,-3.0,4
58,2.5999999999999996,-3.0,4
59,2.8000000000000003,-3.0000000000000004,4
60,3.0,-3.0,4
61,3.0000000000000004,-3.0000000000000004,4
62,3.0,-3.0,4
63,3.0,-3.0,4
64,3.0000000000000004,-3.0000000000000004,4
65,3.0,-3.0,4
66,3.0000000000000004,-3.0000000000000004,4
67,3.0,-3.0,4
68,3.0,-3.0,4
69,3.0000000000000004,-3.0000000000000004,4
70,3.0,-3.0,4
71,3.4000000000000004,-3.0000000000000004,4
72,3.8,-3.0,4
73,4.2,-3.0,4
74,4.6,-3.0000000000000004,4
75,5.0,-3.0,4
76,4.6,-3.0000000000000004,4
77,4.2,-3.0,4
78,3.8,-3.0,4
79,3.4000000000000004,-3.0000000000000004,4
80,3.0,-3.0,4
81,2.8000000000000003,-2.8000000000000003,4
82,2.5999999999999996,-2.5999999999999996,4
83,2.4000000000000004,-2.4000000000000004,4
84,2.2,-2.2,4
85,2.0,-2.0,4
86,2.0,-2.0,4
87,2.0,-2.0,4
88,2.0,-2.0,4
89,2.0,-2.0,4
90,2.0,-2.0,4
91,2.0,-2.0,4
92,2.0,-2.0,4
93,2.0,-2.0,4
94,2.0,-2.0,4
95,2.0,-2.0,4
96,2.0,-2.0,4
97,2.0,-2.0,4
98,2.0,-2.0,4
99,2.0,-2.0,4
100,2.0,-2.0,4
101,2.0,-2.0,4
102,2.0,-2.0,4
103,2.0,-2.0,4
104,2.0,-2.0,4
105,2.0,-2.0,4
106,2.2,-2.2,4
107,2.4000000000000004,-2.4000000000000004,4
108,2.5999999999999996,-2.5999999999999996,4
109,2.8000000000000003,-2.8000000000000003,4
110,3.0,-3.0,4
111,3.0000000000000004,-3.0000000000000004,4
112,3.0,-3.0,4
113,3.0,-3.0,4
114,3.0000000000000004,-3.0000000000000004,4
115,3.0,-3.0,4
116,3.0000000000000004,-3.0000000000000004,4
117,3.0,-3.0,4
118,3.0,-3.0,4
119,3.0000000000000004,-3.0000000000000004,4
120,3.0,-3.0,4
121,3.0000000000000004,-3.0000000000000004,4
122,3.0,-3.0,4
123,3.0,-3.0,4
124,3.0000000000000004,-3.0000000000000004,4
125,3.0,-3.0,4
126,3.0000000000000004,-3.0000000000000004,4
127,3.0,-3.0,4
128,3.0,-3.0,4
129,3.0000000000000004,-3.0000000000000004,4
130,3.0,-3.0,4
131,3.0000000000000004,-3.0000000000000004,4
132,3.0,-3.0,4
133,3.0,-3.0,4
134,3.0000000000000004,-3.0000000000000004,4
135,3.0,-3.0,4
136,2.8000000000000003,-2.8000000000000003,4
137,2.5999999999999996,-2.5999999999999996,4
138,2.4000000000000004,-2.4000000000000004,4
139,2.2,-2.2,4
140,2.0,-2.0,4
141,2.4000000000000004,-2.2,4
142,2.8,-2.4000000000000004,4
143,3.2,-2.5999999999999996,4
144,3.6,-2.8000000000000003,4
145,4.0,-3.0,4
146,3.8000000000000003,-3.0000000000000004,4
147,3.6,-3.0,4
148,3.4,-3.0,4
149,3.2,-3.0000000000000004,4
150,3.0,-3.0,4
151,3.0000000000000004,-3.0000000000000004,4
152,3.0,-3.0,4
153,3.0,-3.0,4
154,3.0000000000000004,-3.0000000000000004,4
155,3.0,-3.0,4
156,3.0000000000000004,-3.0000000000000004,4
157,3.0,-3.0,4
158,3.0,-3.0,4
159,3.0000000000000004,-3.0000000000000004,4
160,3.0,-3.0,4
161,3.0000000000000004,-3.0000000000000004,4
162,3.0,-3.0,4
163,3.0,-3.0,4
164,3.0000000000000004,-3.0000000000000004,4
165,3.0,-3.0,4
166,3.0000000000000004,-3.0000000000000004,4
167,3.0,-3.0,4
168,3.0,-3.0,4
169,3.0000000000000004,-3.0000000000000004,4
170,3.0,-3.0,4
171,3.0000000000000004,-3.0000000000000004,4
172,3.0,-3.0,4
173,3.0,-3.0,4
174,3.0000000000000004,-3.0000000000000004,4
175,3.0,-3.0,4
176,3.0000000000000004,-3.0000000000000004,4
177,3.0,-3.0,4
178,3.0,-3.0,4
179,3.0000000000000004,-3.0000000000000004,4
180,3.0,-3.0,4
181,3.0000000000000004,-3.0000000000000004,4
182,3.0,-3.0,4
183,3.0,-3.0,4
184,3.0000000000000004,-3.0000000000000004,4
185,3.0,-3.0,4
186,3.0000000000000004,-3.0000000000000004,4
187,3.0,-3.0,4
188,3.0,-3.0,4
189,3.0000000000000004,-3.0000000000000004,4
190,3.0,-3.0,4
191,3.0000000000000004,-3.0000000000000004,4
192,3.0,-3.0,4
193,3.0,-3.0,4
194,3.0000000000000004,-3.0000000000000004,4
195,3.0,-3.0,4
196,3.0000000000000004,-3.0000000000000004,4
197,3.0,-3.0,4
198,3.0,-3.0,4
199,3.0000000000000004,-3.0000000000000004,4
200,3.0,-3.0,4
201,3.2,-3.0000000000000004,4
202,3.4,-3.0,4
203,3.6,-3.0,4
204,3.8000000000000003,-3.0000000000000004,4
205,4.0,-3.0,4
206,3.8000000000000003,-3.0000000000000004,4
207,3.6,-3.0,4
208,3.4,-3.0,4
209,3.2,-3.0000000000000004,4
210,3.0,-3.0,4
211,2.6000000000000005,-2.8000000000000003,4
212,2.1999999999999997,-2.5999999999999996,4
213,1.8000000000000003,-2.4000000000000004,4
214,1.4000000000000001,-2.2,4
215,1.0,-2.0,4
216,1.4000000000000001,-2.2,4
217,1.8000000000000003,-2.4000000000000004,4
218,2.1999999999999997,-2.5999999999999996,4
219,2.6000000000000005,-2.8000000000000003,4
220,3.0,-3.0,4
221,3.0000000000000004,-3.0000000000000004,4
222,3.0,-3.0,4
223,3.0,-3.0,4
224,3.0000000000000004,-3.0000000000000004,4
225,3.0,-3.0,4
226,3.0000000000000004,-3.0000000000000004,4
227,3.0,-3.0,4
228,3.0,-3.0,4
229,3.0000000000000004,-3.0000000000000004,4
230,3.0,-3.0,4
231,3.0000000000000004,-3.0000000000000004,4
232,3.0,-3.0,4
233,3.0,-3.0,4
234,3.0000000000000004,-3.0000000000000004,4
235,3.0,-3.0,4
236,3.0000000000000004,-3.0000000000000004,4
237,3.0,-3.0,4
238,3.0,-3.0,4
239,3.0000000000000004,-3.0000000000000004,4
240,3.0,-3.0,4
241,3.0000000000000004,-3.0000000000000004,4
242,3.0,-3.0,4
243,3.0,-3.0,4
