,arousal,valence,Q
0,-1.0,1.0,2
1,-1.0,1.0,2
2,-1.0,1.0,2
3,-1.0,1.0,2
4,-1.0,1.0,2
5,-1.0,1.0,2
6,-1.0,1.0,2
7,-1.0,1.0,2
8,-1.0,1.0,2
9,-1.0,1.0,2
10,-1.0,1.0,2
11,-1.0,1.0,2
12,-1.0,1.0,2
13,-1.0,1.0,2
14,-1.0,1.0,2
15,-1.0,1.0,2
16,-1.0,1.0,2
17,-1.0,1.0,2
18,-1.0,1.0,2
19,-1.0,1.0,2
20,-1.0,1.0,2
21,-1.0,1.0,2
22,-1.0,1.0,2
23,-1.0,1.0,2
24,-1.0,1.0,2
25,-1.0,1.0,2
26,-1.0,1.0,2
27,-1.0,1.0,2
28,-1.0,1.0,2
29,-1.0,1.0,2
30,-1.0,1.0,2
31,-1.0,1.0,2
32,-1.0,1.0,2
33,-1.0,1.0,2
34,-1.0,1.0,2
35,-1.0,1.0,2
36,-1.0,1.0,2
37,-1.0,1.0,2
38,-1.0,1.0,2
39,-1.0,1.0,2
40,-1.0,1.0,2
41,-0.6000000000000001,0.6000000000000001,2
42,-0.19999999999999996,0.19999999999999996,2
43,0.19999999999999996,-0.19999999999999996,4
44,0.6000000000000001,-0.6000000000000001,4
45,1.0,-1.0,4
46,1.0,-1.0,4
47,1.0,-1.0,4
48,1.0,-1.0,4
49,1.0,-1.0,4
50,1.0,-1.0,4
51,1.0,-1.0,4
52,1.0,-1.0,4
53,1.0,-1.0,4
54,1.0,-1.0,4
55,1.0,-1.0,4
56,0.6000000000000001,-0.6000000000000001,4
57,0.19999999999999996,-0.19999999999999996,4
58,-0.19999999999999996,0.19999999999999996,2
59,-0.6000000000000001,0.6000000000000001,2
60,-1.0,1.0,2
61,-1.0,1.0,2
62,-1.0,1.0,2
63,-1.0,1.0,2
64,-1.0,1.0,2
65,-1.0,1.0,2
66,-1.0,1.0,2
67,-1.0,1.0,2
68,-1.0,1.0,2
69,-1.0,1.0,2
70,-1.0,1.0,2
71,-1.0,1.0,2
72,-1.0,1.0,2
73,-1.0,1.0,2
74,-1.0,1.0,2
75,-1.0,1.0,2
76,-0.6000000000000001,0.6000000000000001,2
77,-0.19999999999999996,0.19999999999999996,2
78,0.19999999999999996,-0.19999999999999996,4
79,0.6000000000000001,-0.6000000000000001,4
80,1.0,-1.0,4
81,1.0,-1.0,4
82,1.0,-1.0,4
83,1.0,-1.0,4
84,1.0,-1.0,4
85,1.0,-1.0,4
86,0.6000000000000001,-0.6000000000000001,4
87,0.19999999999999996,-0.19999999999999996,4
88,-0.19999999999999996,0.19999999999999996,2
89,-0.6000000000000001,0.6000000000000001,2
90,-1.0,1.0,2
91,-1.0,1.0,2
92,-1.0,1.0,2
93,-1.0,1.0,2
94,-1.0,1.0,2
95,-1.0,1.0,2
96,-1.0,1.0,2
97,-1.0,1.0,2
98,-1.0,1.0,2
99,-1.0,1.0,2
100,-1.0,1.0,2
101,-1.0,1.0,2
102,-1.0,1.0,2
103,-1.0,1.0,2
