,arousal,valence,Q
0,-2.0,2.0,2
1,-2.0,2.0,2
2,-2.0,2.0,2
3,-2.0,2.0,2
4,-2.0,2.0,2
5,-2.0,2.0,2
6,-2.0,2.0,2
7,-2.0,2.0,2
8,-2.0,2.0,2
9,-2.0,2.0,2
10,-2.0,2.0,2
11,-1.8,2.2,2
12,-1.6,2.4000000000000004,2
13,-1.4,2.5999999999999996,2
14,-1.2000000000000002,2.8000000000000003,2
15,-1.0,3.0,2
16,-1.0,3.0000000000000004,2
17,-1.0,3.0,2
18,-1.0,3.0,2
19,-1.0,3.0000000000000004,2
20,-1.0,3.0,2
21,-1.2000000000000002,2.8000000000000003,2
22,-1.4,2.5999999999999996,2
23,-1.6,2.4000000000000004,2
24,-1.8,2.2,2
25,-2.0,2.0,2
26,-1.8,2.2,2
27,-1.6,2.4000000000000004,2
28,-1.4,2.5999999999999996,2
29,-1.2000000000000002,2.8000000000000003,2
30,-1.0,3.0,2
31,-1.0,3.0000000000000004,2
32,-1.0,3.0,2
33,-1.0,3.0,2
34,-1.0,3.0000000000000004,2
35,-1.0,3.0,2
36,-1.0,3.0000000000000004,2
37,-1.0,3.0,2
38,-1.0,3.0,2
39,-1.0,3.0000000000000004,2
40,-1.0,3.0,2
41,-1.0,3.0000000000000004,2
42,-1.0,3.0,2
43,-1.0,3.0,2
44,-1.0,3.0000000000000004,2
45,-1.0,3.0,2
46,-1.0,3.0000000000000004,2
47,-1.0,3.0,2
48,-1.0,3.0,2
49,-1.0,3.0000000000000004,2
50,-1.0,3.0,2
51,-1.0,3.0000000000000004,2
52,-1.0,3.0,2
53,-1.0,3.0,2
54,-1.0,3.0000000000000004,2
55,-1.0,3.0,2
56,-1.0,3.0000000000000004,2
57,-1.0,3.0,2
58,-1.0,3.0,2
59,-1.0,3.0000000000000004,2
60,-1.0,3.0,2
61,-1.0,3.0000000000000004,2
62,-1.0,3.0,2
63,-1.0,3.0,2
64,-1.0,3.0000000000000004,2
65,-1.0,3.0,2
66,-1.0,3.0000000000000004,2
67,-1.0,3.0,2
68,-1.0,3.0,2
69,-1.0,3.0000000000000004,2
70,-1.0,3.0,2
71,-1.0,3.0000000000000004,2
72,-1.0,3.0,2
73,-1.0,3.0,2
74,-1.0,3.0000000000000004,2
75,-1.0,3.0,2
76,-1.0,3.0000000000000004,2
77,-1.0,3.0,2
78,-1.0,3.0,2
79,-1.0,3.0000000000000004,2
80,-1.0,3.0,2
81,-1.0,3.0000000000000004,2
82,-1.0,3.0,2
83,-1.0,3.0,2
84,-1.0,3.0000000000000004,2
85,-1.0,3.0,2
86,-1.0,3.0000000000000004,2
87,-1.0,3.0,2
88,-1.0,3.0,2
89,-1.0,3.0000000000000004,2
90,-1.0,3.0,2
91,-1.0,3.0000000000000004,2
92,-1.0,3.0,2
93,-1.0,3.0,2
94,-1.0,3.0000000000000004,2
95,-1.0,3.0,2
96,-1.0,3.0000000000000004,2
97,-1.0,3.0,2
98,-1.0,3.0,2
99,-1.0,3.0000000000000004,2
100,-1.0,3.0,2
101,-1.0,3.0000000000000004,2
102,-1.0,3.0,2
103,-1.0,3.0,2
104,-1.0,3.0000000000000004,2
105,-1.0,3.0,2
106,-1.0,3.0000000000000004,2
107,-1.0,3.0,2
108,-1.0,3.0,2
109,-1.0,3.0000000000000004,2
110,-1.0,3.0,2
111,-1.0,2.0000000000000004,2
112,-1.0,0.9999999999999998,2
113,-1.0,2.220446049250313e-16,2
114,-1.0,-1.0,3
115,-1.0,-2.0,3
116,-1.0,-2.0,3
117,-1.0,-2.0,3
118,-1.0,-2.0,3
119,-1.0,-2.0,3
120,-1.0,-2.0,3
121,-1.0,-2.0,3
122,-1.0,-2.0,3
123,-1.0,-2.0,3
124,-1.0,-2.0,3
125,-1.0,-2.0,3
126,-1.0,-2.0,3
127,-1.0,-2.0,3
128,-1.0,-2.0,3
129,-1.0,-2.0,3
130,-1.0,-2.0,3
131,-1.0,-2.0,3
132,-1.0,-2.0,3
133,-1.0,-2.0,3
134,-1.0,-2.0,3
135,-1.0,-2.0,3
136,-1.0,-1.2000000000000002,3
137,-1.0,-0.3999999999999999,3
138,-1.0,0.3999999999999999,2
139,-1.0,1.2000000000000002,2
140,-1.0,2.0,2
141,-1.0,2.0,2
142,-1.0,2.0,2
143,-1.0,2.0,2
144,-1.0,2.0,2
145,-1.0,2.0,2
146,-1.0,2.0,2
147,-1.0,2.0,2
148,-1.0,2.0,2
149,-1.0,2.0,2
150,-1.0,2.0,2
151,-1.0,1.2000000000000002,2
152,-1.0,0.3999999999999999,2
153,-1.0,-0.3999999999999999,3
154,-1.0,-1.2000000000000002,3
155,-1.0,-2.0,3
156,-1.0,-2.0,3
157,-1.0,-2.0,3
158,-1.0,-2.0,3
159,-1.0,-2.0,3
160,-1.0,-2.0,3
161,-1.0,-2.0,3
162,-1.0,-2.0,3
163,-1.0,-2.0,3
164,-1.0,-2.0,3
165,-1.0,-2.0,3
166,-1.0,-1.2000000000000002,3
167,-1.0,-0.3999999999999999,3
168,-1.0,0.3999999999999999,2
169,-1.0,1.2000000000000002,2
170,-1.0,2.0,2
171,-1.0,2.0,2
172,-1.0,2.0,2
173,-1.0,2.0,2
174,-1.0,2.0,2
175,-1.0,2.0,2
176,-1.0,2.0,2
177,-1.0,2.0,2
178,-1.0,2.0,2
179,-1.0,2.0,2
180,-1.0,2.0,2
181,-1.0,2.0,2
182,-1.0,2.0,2
183,-1.0,2.0,2
184,-1.0,2.0,2
185,-1.0,2.0,2
186,-1.0,2.0,2
